BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen. Dat betekent dat deze ree
ksen niet geschikt zijn voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeksen van de stations De Kooy, Eelde, De B
ilt, Vlissingen, Beek of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
Comment: these time series are possibly inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suit
able for trend analysis. For climate change studies we refer to the homogenized series of stations De Kooy, Eelde, De Bilt, Vlissingen, Beek or the Central Nether
lands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.

YYYYMMDD  = Datum (YYYY=jaar MM=maand DD=dag) / Date (YYYY=year MM=month DD=day)
DDVEC     = Vectorgemiddelde windrichting in graden (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/ac
htergrond/klimatologische-brochures-en-boeken / Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable)
FHVEC     = Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean
 windspeed (in 0.1 m/s)
FG        = Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
FHX       = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s) / Maximum hourly mean windspeed (in 0.1 m/s)
FHXH      = Uurvak waarin FHX is gemeten / Hourly division in which FHX was measured
FHN       = Laagste uurgemiddelde windsnelheid (in 0.1 m/s) / Minimum hourly mean windspeed (in 0.1 m/s)
FHNH      = Uurvak waarin FHN is gemeten / Hourly division in which FHN was measured
FXX       = Hoogste windstoot (in 0.1 m/s) / Maximum wind gust (in 0.1 m/s)
FXXH      = Uurvak waarin FXX is gemeten / Hourly division in which FXX was measured
TG        = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
TN        = Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
TNH       = Uurvak waarin TN is gemeten / Hourly division in which TN was measured
TX        = Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
TXH       = Uurvak waarin TX is gemeten / Hourly division in which TX was measured
T10N      = Minimum temperatuur op 10 cm hoogte (in 0.1 graden Celsius) / Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius)
T10NH     = 6-uurs tijdvak waarin T10N is gemeten / 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
SQ        = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur) / Sunshine duration (in 0.1 hour) calculated from global radiation (
-1 for <0.05 hour)
SP        = Percentage van de langst mogelijke zonneschijnduur / Percentage of maximum potential sunshine duration
Q         = Globale straling (in J/cm2) / Global radiation (in J/cm2)
DR        = Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
RH        = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHX       = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
RHXH      = Uurvak waarin RHX is gemeten / Hourly division in which RHX was measured
PG        = Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden / Daily mean sea level pressure (in 0.1 hPa) calculated from
24 hourly values
PX        = Hoogste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Maximum hourly sea level pressure (in 0.1 hPa)
PXH       = Uurvak waarin PX is gemeten / Hourly division in which PX was measured
PN        = Laagste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa) / Minimum hourly sea level pressure (in 0.1 hPa)
PNH       = Uurvak waarin PN is gemeten / Hourly division in which PN was measured
VVN       = Minimum opgetreden zicht / Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVNH      = Uurvak waarin VVN is gemeten / Hourly division in which VVN was measured
VVX       = Maximum opgetreden zicht / Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30
km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
VVXH      = Uurvak waarin VVX is gemeten / Hourly division in which VVX was measured
NG        = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants, 9=sky invis
ible)
UG        = Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
UX        = Maximale relatieve vochtigheid (in procenten) / Maximum relative atmospheric humidity (in percents)
UXH       = Uurvak waarin UX is gemeten / Hourly division in which UX was measured
UN        = Minimale relatieve vochtigheid (in procenten) / Minimum relative atmospheric humidity (in percents)
UNH       = Uurvak waarin UN is gemeten / Hourly division in which UN was measured
EV24      = Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)

# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  269,20220501,   30,   21,   23,   40,   22,   10,    2,   60,   14,   92,   28,    5,  145,   15,   -2,    6,   84,   56, 1836,    0,    0,    0,    1,10238,10253,    7,10222,   24,    3,    4,   83,   18,    5,   73,   98,    4,   52,   16,   26
  269,20220502,    9,   23,   26,   50,   17,   10,    2,   80,   14,  104,   23,    5,  165,   12,    2,    6,  138,   92, 2566,    0,    0,    0,    1,10206,10219,    1,10194,   17,   60,    5,   83,   14,    1,   68,   93,    4,   44,   14,   38
  269,20220503,   14,   27,   29,   50,   11,    0,    2,   80,   13,   91,   41,    4,  128,   11,    6,    6,   13,    9,  903,    0,   -1,   -1,    1,10201,10206,   11,10195,    3,   50,    9,   80,   15,    8,   79,   96,    4,   65,   15,   13
  269,20220504,  345,    9,   18,   40,   16,    0,    3,   70,   16,   98,   52,    4,  145,   15,   26,    6,  110,   73, 2388,    0,    0,    0,    1,10196,10204,    1,10185,   17,   70,    3,   82,    9,    8,   68,   89,   24,   53,   12,   35
  269,20220505,  310,   10,   18,   30,   14,    0,    1,   60,   14,  124,   46,    4,  183,   15,   14,    6,   82,   54, 2009,    0,    0,    0,    1,10227,10255,   24,10201,    1,    1,   24,   80,    8,    5,   75,   99,   24,   53,   15,   31
  269,20220506,  271,   19,   24,   50,   15,   10,    2,   80,   15,  140,   87,    5,  204,   14,   78,   24,  102,   67, 2271,    0,   -1,   -1,    1,10247,10262,    8,10229,   24,    1,    1,   83,   18,    6,   78,   99,    1,   51,   16,   37
  269,20220507,  358,   23,   40,   70,   18,   20,    1,  100,   17,  139,   85,   24,  183,   15,   76,   24,   90,   59, 2280,    0,   -1,   -1,    1,10244,10281,   24,10221,    2,   59,    7,   80,   17,    5,   78,   90,   22,   65,   15,   37
  269,20220508,   25,   38,   41,   60,   19,   20,    3,   80,    7,  106,   44,   24,  160,   13,   26,    6,  139,   91, 2655,    0,    0,    0,    1,10286,10299,    8,10275,   16,   64,    2,   83,   19,    2,   69,   93,    3,   47,   12,   39
  269,20220509,   34,    4,   21,   40,   15,   10,    8,   80,   12,  141,   33,    5,  217,   14,   14,    6,  127,   83, 2618,    0,    0,    0,    1,10244,10283,    1,10200,   24,   65,    1,   83,   19,    5,   62,   92,    3,   36,   12,   42
  269,20220510,  229,   46,   53,  100,   11,   20,    1,  160,   13,  167,  112,    1,  230,   11,   76,    6,   21,   14, 1350,    0,   -1,   -1,    1,10155,10193,    1,10127,   24,   70,   20,   83,   14,    8,   63,   87,   22,   35,   14,   23
  269,20220511,  242,   61,   64,  100,   20,   30,    1,  180,   20,  155,  110,   24,  201,   13,   99,   24,   76,   49, 2206,   22,   19,   12,   21,10103,10127,   24,10084,   19,   57,   20,   83,   19,    7,   68,   94,   21,   47,   14,   37
  269,20220512,  248,   43,   45,   70,   16,   30,    2,  110,   12,  131,   73,    3,  188,   14,   51,   24,  122,   78, 2232,    0,    0,    0,    1,10172,10187,   11,10135,    1,   56,    4,   83,    9,    2,   69,   98,    4,   44,   16,   35
  269,20220513,  251,   58,   61,   80,    8,   40,    1,  130,   11,  138,   93,   23,  178,   16,   78,   24,   77,   49, 1968,    0,    0,    0,    1,10186,10198,   20,10160,    3,   70,    1,   83,   15,    5,   68,   85,   24,   51,   15,   32
  269,20220514,  318,   15,   28,   40,   12,   20,    3,   70,   11,  145,   72,    5,  201,   16,   57,    6,  143,   91, 2692,    0,    0,    0,    1,10213,10220,   11,10195,    1,   57,    5,   77,   12,    1,   70,   97,    5,   47,   13,   44
  269,20220515,   77,   35,   37,   50,    9,   20,    2,   90,   11,  169,   68,    5,  246,   16,   31,    6,  144,   92, 2708,    0,    0,    0,    1,10187,10214,    1,10150,   24,   62,    2,   82,   18,    4,   60,   92,    2,   33,   16,   47
  269,20220516,  230,   20,   41,   80,   14,   10,   24,  130,   14,  169,  110,    4,  242,   12,   80,   24,   38,   24, 1249,    0,   -1,   -1,    1,10157,10194,   24,10130,    5,   65,   23,   82,    7,    6,   73,   91,   23,   56,    8,   21
  269,20220517,  123,   13,   26,   40,   16,   10,    3,   70,   16,  177,  105,    4,  237,   16,   69,    6,   51,   32, 1554,    8,    4,    4,   10,10196,10214,    9,10182,   18,   61,   10,   83,   18,    8,   76,   95,    3,   58,   16,   27
  269,20220518,  298,    8,   24,   40,    9,   10,    1,   70,   10,  181,  130,    4,  227,   11,   87,    6,   89,   56, 2101,    0,    0,    0,    1,10200,10213,   12,10181,   24,   60,    4,   80,   16,    7,   78,   96,    3,   65,   13,   37
  269,20220519,  265,   14,   35,   70,    5,   10,    7,  140,    5,  169,  112,   24,  238,   12,   99,   24,   48,   30, 1249,   32,  135,   93,   13,10184,10219,   24,10161,   11,   50,    3,   80,   11,    7,   87,   97,   13,   66,   11,   21
  269,20220520,  240,    8,   35,   60,   18,   10,    1,  130,   19,  133,   76,    4,  200,   13,   53,    6,   36,   23, 1195,   53,  180,  104,   15,10179,10218,    1,10131,   15,    8,    3,   79,   12,    7,   89,   99,    3,   60,   12,   19
  269,20220521,  262,   43,   46,   70,    7,   10,   20,  110,    2,  140,   83,   23,  178,   12,   55,   24,   78,   49, 1971,    0,    0,    0,    1,10198,10213,   14,10176,    2,   61,    1,   82,   17,    6,   78,   96,   23,   60,   12,   32
  269,20220522,  119,   18,   23,   40,   16,    0,    2,   70,   15,  159,   70,    4,  215,   16,   42,    6,  127,   79, 2643,    0,    0,    0,    1,10146,10191,    1,10089,   24,   62,    5,   83,   15,    6,   66,   97,    1,   46,   13,   44
  269,20220523,  268,    2,   31,   60,   19,   20,    2,  100,   19,  161,  113,    4,  229,   13,  104,    6,   24,   15, 1162,   38,  102,   64,   18,10011,10079,    1, 9964,   17,   56,   19,   82,   10,    8,   81,   96,   22,   57,   10,   20
  269,20220524,  239,   49,   54,   80,    9,   20,   20,  120,    9,  132,   80,   23,  169,   13,   54,   24,   66,   41, 1714,     ,     ,     ,     ,10053,10113,   23, 9995,    2,   50,    1,   83,   13,    6,   80,   94,    1,   60,   17,   27
  269,20220525,  225,   60,   63,  100,   12,   20,    2,  170,   15,  137,   74,    1,  180,   12,   51,    6,   71,   44, 1972,   24,   21,    9,   24,10136,10156,   24,10116,    1,   37,   18,   82,   13,    6,   80,   97,    4,   51,   12,   32
  269,20220526,  247,   63,   63,   90,   16,   30,    5,  130,   12,  160,  136,    5,  194,   13,  131,    6,   51,   31, 1786,   20,   15,    9,   24,10187,10203,   11,10157,    1,   60,   23,   83,    8,    7,   76,   96,   24,   58,   13,   30
  269,20220527,  282,   63,   63,   80,   11,   40,    4,  150,   14,  138,  118,   24,  160,   12,  109,   24,   88,   54, 2181,    0,   -1,   -1,    1,10208,10222,   15,10185,    1,   65,    1,   81,   16,    6,   67,   94,    1,   58,    9,   35
  269,20220528,  325,   48,   50,   60,    1,   20,   23,  120,    1,  123,   90,   23,  153,   12,   83,   24,  105,   64, 2120,   18,   46,   23,   22,10208,10222,   10,10180,   24,   62,   22,   83,   18,    5,   67,   91,   22,   52,   11,   33
  270,20220501,   32,   13,   18,   50,   18,    0,    2,   70,   17,   67,  -13,    3,  143,   14,  -39,    6,   89,   59, 1916,    0,    0,    0,    1,10243,10256,    1,10228,   24,    3,    3,   83,   10,    4,   80,  100,    3,   53,   12,   26
  270,20220502,    6,   18,   20,   50,   16,    0,   22,   80,   15,   81,   -7,    4,  151,   13,  -26,    6,  140,   93, 2559,    0,    0,    0,    1,10211,10225,    1,10200,   24,   50,    1,   83,   10,    2,   76,   98,    1,   53,   15,   36
  270,20220503,    7,   29,   34,   50,    7,   10,    1,   80,    6,   86,   39,    2,  117,   14,    2,    6,   38,   25, 1579,    0,   -1,   -1,    1,10205,10215,   10,10194,    4,   50,    6,   82,   14,    8,   76,   97,    1,   61,   14,   22
  270,20220504,    7,    8,   16,   30,   15,    0,    3,   60,   15,   90,   45,   22,  131,   14,   27,   24,   83,   55, 2098,    0,    0,    0,    1,10197,10205,    1,10187,   17,   70,   20,   83,    6,    7,   68,   89,   21,   56,   12,   30
  270,20220505,  228,    7,   22,   40,   15,   10,    2,   70,   16,  113,   36,    3,  176,   16,   10,    6,   76,   50, 1878,    0,    0,    0,    1,10228,10253,   23,10202,    1,    9,   23,   81,   10,    6,   79,   99,   23,   62,   12,   28
  270,20220506,  238,   34,   36,   80,   16,   10,   21,  120,   16,  135,   93,    3,  192,   13,   73,   24,   89,   58, 2163,    0,    0,    0,    1,10243,10256,    7,10227,   24,    2,    2,   82,   11,    7,   83,   99,    2,   57,   16,   35
  270,20220507,   26,   33,   38,   70,   15,   10,    3,  110,   16,  118,   43,   24,  167,   13,   22,   24,   48,   31, 1602,    6,    5,    3,    7,10250,10287,   24,10221,    2,   26,    5,   75,   13,    6,   88,   98,    5,   76,   13,   25
  270,20220508,   28,   34,   35,   50,   10,   10,   24,  100,   10,   83,   16,   24,  133,   13,   -5,   24,  115,   75, 2513,    0,    0,    0,    1,10295,10306,    9,10287,    1,   63,   24,   81,   12,    4,   78,   97,   24,   60,   11,   35
  270,20220509,  162,    9,   21,   30,   10,   10,    1,   70,   14,  129,   -6,    5,  207,   15,  -23,    6,  127,   82, 2579,    0,    0,    0,    1,10247,10291,    1,10192,   24,   61,    5,   83,   18,    5,   67,   97,    1,   37,   16,   41
  270,20220510,  221,   44,   49,  100,   13,   20,    1,  170,   12,  150,  109,    2,  200,   12,   90,    6,   18,   12,  994,    0,   -1,   -1,    1,10148,10189,    1,10119,   24,   57,   24,   82,   13,    8,   76,   98,   23,   54,   12,   16
  270,20220511,  236,   59,   64,  100,   21,   30,    1,  170,   21,  135,  103,   24,  173,   10,   93,   24,   32,   21, 1465,   40,   32,   12,   18,10092,10114,    1,10063,   21,   57,    1,   80,   10,    7,   83,   97,    1,   61,   10,   23
  270,20220512,  247,   53,   55,  100,   13,   20,    6,  150,   13,  130,   90,    3,  169,   13,   75,   24,  139,   89, 2693,    0,    0,    0,    1,10163,10178,   11,10120,    1,   65,    2,   82,   15,    3,   75,   94,    3,   54,   13,   42
  270,20220513,  249,   66,   68,  100,   14,   30,    2,  140,    9,  135,  108,   22,  162,   13,   95,   24,   94,   60, 2110,    0,    0,    0,    1,10172,10186,   20,10146,    3,   61,   24,   81,   10,    7,   73,   88,   24,   59,   14,   34
  270,20220514,  284,   23,   33,   60,   14,   10,   21,   90,   12,  136,   75,   24,  186,   14,   26,   24,  134,   85, 2623,    0,    0,    0,    1,10210,10223,   21,10184,    1,   56,    3,   72,   16,    3,   76,   97,   24,   53,   14,   42
  270,20220515,   65,   44,   45,   80,   15,   10,    3,  120,   15,  138,   42,    3,  205,   13,    9,    6,  136,   86, 2631,    0,    0,    0,    1,10200,10222,    6,10166,   24,   28,    4,   80,   13,    3,   75,   98,    1,   49,   10,   42
  270,20220516,  182,   21,   51,   70,   14,   30,   23,  110,   14,  166,  112,    1,  230,   12,  104,    6,   61,   38, 1840,    0,   -1,   -1,    1,10155,10186,   24,10136,    7,   60,   16,   82,    7,    7,   72,   92,   23,   48,   10,   31
  270,20220517,  202,    8,   32,   50,    7,   20,   12,   70,    7,  177,  110,    4,  237,   15,   93,    6,  127,   80, 2596,    0,    0,    0,    1,10195,10208,   10,10184,    1,   60,    2,   82,   13,    6,   70,   94,    3,   41,   13,   45
  270,20220518,  277,    3,   31,   40,    1,   10,   20,   70,    1,  171,  107,   23,  222,    9,   83,   24,   98,   61, 2059,    0,    0,    0,    1,10200,10213,   14,10184,    3,   22,   24,   83,   17,    7,   77,   98,   22,   60,   17,   36
  270,20220519,  239,   10,   33,   60,   17,   10,   24,  110,   13,  159,  107,   24,  228,   12,   80,   24,   32,   20, 1036,   35,  123,   54,   13,10180,10215,   24,10157,   11,   40,    1,   75,   16,    7,   89,   96,    1,   72,   11,   17
  270,20220520,  231,   13,   28,   60,   19,   10,    3,  130,   19,  127,   91,    4,  172,   13,   51,    6,   40,   25, 1187,   48,   99,   30,   16,10175,10216,    1,10129,   17,    6,    4,   83,   11,    7,   83,   98,    4,   54,   13,   19
  270,20220521,  271,   54,   57,   80,    3,   10,   22,  130,    3,  131,   80,   24,  169,   13,   28,   24,   85,   53, 2134,    6,    6,    6,    2,10187,10204,   14,10154,    3,   57,   23,   75,   12,    7,   81,   96,   24,   71,   13,   34
  270,20220522,  154,   18,   29,   50,   23,   10,    2,   90,   24,  152,   57,    4,  199,   15,   27,    6,  125,   77, 2494,    0,    0,    0,    1,10148,10188,    1,10094,   24,   57,    3,   83,   18,    6,   68,   98,    2,   44,   13,   41
  270,20220523,  179,    6,   45,   70,   19,   30,    7,  110,   19,  161,  124,   24,  230,   13,  121,    6,   47,   29, 1541,   46,  194,   79,   19,10008,10084,    1, 9960,   19,   26,   18,   83,    1,    8,   75,   96,   18,   47,   13,   26
  270,20220524,  242,   51,   54,  100,   12,   20,   22,  150,   10,  124,   82,   22,  156,   15,   50,   24,   47,   29, 1365,   26,   37,   15,   10,10041,10105,   24, 9983,    2,   50,    2,   80,   16,    6,   83,   95,   24,   68,   16,   21
  270,20220525,  228,   63,   65,  100,   12,   20,    1,  170,   13,  134,   82,    1,  169,   12,   49,    6,   55,   34, 1664,    6,    6,    4,   17,10121,10139,   24,10106,    1,   39,   17,   83,   13,    6,   81,   95,    1,   57,   12,   27
  270,20220526,  254,   69,   71,  100,   14,   40,    3,  150,   14,  147,  121,    4,  176,   11,  111,    6,   54,   33, 1835,   22,   14,    6,   18,10171,10188,   13,10143,    1,   40,   18,   80,    9,    6,   79,   94,   18,   64,   12,   30
  270,20220527,  290,   74,   75,  100,   13,   30,    2,  150,   15,  126,  104,    3,  146,   16,   86,    6,   99,   60, 2202,    0,    0,    0,    1,10191,10202,   15,10171,    1,   66,    3,   81,   17,    6,   69,   89,    3,   60,    8,   34
  270,20220528,  315,   77,   78,   90,    7,   50,   22,  140,    9,  113,   88,   24,  145,   12,   78,   24,   65,   40, 1833,   16,   24,   14,   15,10198,10212,   11,10169,   24,   62,   15,   80,    8,    6,   72,   87,   22,   62,   12,   28
  273,20220501,   24,   15,   18,   40,   18,   10,    1,   70,   18,   89,   21,    5,  147,   15,    1,    6,   66,   44, 1761,    0,    0,    0,    1,     ,     ,     ,     ,     ,   42,    5,   84,   11,     ,   71,   98,    4,   47,   12,   25
  273,20220502,    9,   21,   24,   60,   17,   10,    3,  100,   17,   99,   18,    4,  172,   14,   -5,    6,  138,   92, 2533,    0,    0,    0,    1,     ,     ,     ,     ,     ,   57,    5,   84,   10,     ,   67,   97,    4,   41,   13,   37
  273,20220503,    6,   22,   26,   50,   16,    0,    5,   80,   16,   86,   32,    5,  127,   15,   13,    6,    9,    6,  895,    0,    0,    0,    1,     ,     ,     ,     ,     ,   59,    8,   84,   13,     ,   77,   96,    2,   59,   15,   13
  273,20220504,  346,   12,   16,   30,   15,    0,    3,   60,   11,   98,   57,   24,  147,   14,   41,   24,  100,   66, 2282,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,    3,   84,    6,     ,   63,   87,   23,   42,   16,   33
  273,20220505,  301,    7,   19,   40,   17,   10,    2,   70,   12,  125,   34,    5,  193,   15,   19,    6,  106,   70, 2246,    0,    0,    0,    1,     ,     ,     ,     ,     ,   44,   24,   84,    9,     ,   69,   95,    5,   44,   16,   35
  273,20220506,  264,   21,   25,   50,   17,    0,    2,   80,   15,  140,   85,    2,  205,   15,   60,    6,   95,   62, 2244,    0,    0,    0,    1,     ,     ,     ,     ,     ,    0,    2,   84,   11,     ,   75,   99,    3,   47,   15,   36
  273,20220507,    4,   25,   35,   60,   15,   10,    1,  110,   18,  138,   75,   24,  187,   13,   65,   24,   47,   31, 1560,    0,   -1,   -1,    1,     ,     ,     ,     ,     ,   62,    1,   80,   17,     ,   77,   89,   24,   65,   12,   25
  273,20220508,   25,   30,   30,   50,   17,   10,   24,   80,   17,  103,   47,    4,  167,   15,   34,    6,  133,   87, 2587,    0,    0,    0,    1,     ,     ,     ,     ,     ,   63,    2,   84,    8,     ,   68,   96,    2,   41,   15,   38
  273,20220509,  108,    5,   21,   40,   16,   10,    1,   70,   12,  140,   36,    2,  223,   15,   19,    6,  124,   80, 2619,    0,    0,    0,    1,     ,     ,     ,     ,     ,   65,    1,   84,    9,     ,   60,   94,    2,   28,   14,   42
  273,20220510,  230,   40,   47,   80,   10,   20,    4,  140,   13,  170,  107,    1,  239,   12,   89,    6,   21,   14, 1263,    0,   -1,   -1,    1,     ,     ,     ,     ,     ,   70,   21,   84,    1,     ,   60,   89,   23,   40,   14,   22
  273,20220511,  253,   51,   54,   80,   13,   20,    1,  140,   20,  154,  115,   24,  192,   14,  105,   24,   64,   41, 2115,   20,   17,    7,   21,     ,     ,     ,     ,     ,   59,   21,   84,    7,     ,   69,   92,   21,   47,   15,   35
  273,20220512,  253,   39,   41,   70,   15,   10,   22,  110,   12,  139,   91,    4,  185,   14,   80,    6,  136,   87, 2697,    0,    0,    0,    1,     ,     ,     ,     ,     ,   65,    3,   84,   10,     ,   66,   96,    5,   39,   14,   43
  273,20220513,  251,   49,   51,   80,   14,   20,   21,  130,   14,  142,  111,   24,  174,   13,  101,   24,   85,   54, 2058,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,    3,   84,    8,     ,   66,   82,    3,   53,   12,   33
  273,20220514,  296,   16,   28,   40,   10,   20,    1,   80,   13,  150,   93,   24,  205,   15,   70,   24,  137,   87, 2435,    0,    0,    0,    1,     ,     ,     ,     ,     ,   63,    4,   84,   10,     ,   68,   96,    4,   43,   14,   40
  273,20220515,   79,   37,   38,   50,    9,   10,    3,   90,   14,  162,   68,    4,  232,   15,   50,    6,  141,   90, 2691,    0,    0,    0,    1,     ,     ,     ,     ,     ,   64,    4,   84,    9,     ,   64,   94,    4,   38,   14,   46
  273,20220516,  207,   15,   42,   70,   15,   20,   22,  120,   15,  174,  113,    3,  234,   13,  104,    6,   41,   26, 1334,    2,    1,    1,   14,     ,     ,     ,     ,     ,   70,    1,   84,    7,     ,   72,   89,   24,   49,   12,   23
  273,20220517,  144,   20,   29,   50,   22,   10,    4,   70,   21,  180,  115,    4,  231,   16,   99,    6,   56,   35, 1823,    0,    0,    0,    1,     ,     ,     ,     ,     ,   65,    1,   84,   10,     ,   74,   96,    4,   56,   12,   32
  273,20220518,  286,    7,   28,   50,   13,   10,    2,   70,    9,  185,  126,    4,  233,   11,  111,    6,  104,   65, 2146,    0,    0,    0,    1,     ,     ,     ,     ,     ,   61,    4,   84,   17,     ,   78,   96,    4,   64,   17,   38
  273,20220519,  239,    4,   32,   60,   18,   20,    1,  100,   11,  171,  120,   24,  240,   12,  109,   24,   36,   23, 1211,   18,   90,   58,   13,     ,     ,     ,     ,     ,   56,    4,   84,   11,     ,   87,   96,   14,   61,   12,   21
  273,20220520,  298,    5,   35,   60,   16,   10,    2,  120,   19,  131,   85,    4,  188,   13,   72,    6,   34,   21, 1220,   46,  177,   74,   15,     ,     ,     ,     ,     ,    3,    6,   84,   13,     ,   88,   99,    6,   62,   13,   19
  273,20220521,  272,   41,   43,   70,    4,    0,   21,  120,    8,  136,   81,   23,  166,   13,   71,   24,   79,   49, 1712,    0,   -1,   -1,    1,     ,     ,     ,     ,     ,   60,    1,   80,   18,     ,   80,   97,   22,   68,   18,   27
  273,20220522,  128,   20,   24,   40,   16,   10,    1,   70,   15,  151,   71,    3,  202,   16,   58,    6,  122,   76, 2400,    0,    0,    0,    1,     ,     ,     ,     ,     ,   20,    2,   84,    9,     ,   69,   98,    2,   48,   12,   40
  273,20220523,  162,    4,   40,   70,   19,   20,   13,  110,   18,  165,  122,    5,  224,   11,  116,    6,   47,   29, 1333,   38,  114,   63,   16,     ,     ,     ,     ,     ,   35,   16,   84,    9,     ,   79,   96,   17,   55,   11,   23
  273,20220524,  239,   43,   48,   80,   14,   20,   20,  130,   14,  135,  103,   24,  159,   14,   86,   24,   72,   44, 1790,    9,   34,   30,   11,     ,     ,     ,     ,     ,   59,    2,   80,   15,     ,   82,   93,    2,   67,   15,   29
  273,20220525,  225,   48,   51,   80,   13,   20,    1,  140,   13,  136,   97,    3,  170,   14,   84,    6,   67,   41, 1822,   26,   32,   13,   24,     ,     ,     ,     ,     ,   57,   18,   84,   12,     ,   83,   96,   19,   60,   12,   29
  273,20220526,  259,   53,   54,   80,   14,   20,    5,  140,   14,  157,  128,   23,  180,   12,  125,   24,   53,   33, 1940,   19,   92,   82,   23,     ,     ,     ,     ,     ,   44,   23,   84,    9,     ,   77,   94,   23,   63,    9,   33
  273,20220527,  290,   63,   64,   90,    9,   20,    3,  150,   16,  134,  124,   22,  151,   11,  114,   24,   88,   54, 2147,    0,    0,    0,    1,     ,     ,     ,     ,     ,   70,    1,   84,    8,     ,   71,   89,    1,   57,    9,   34
  273,20220528,  315,   61,   62,   80,    7,   30,   22,  130,    1,  119,   94,   23,  150,   13,   84,   24,  110,   67, 2274,    3,    6,    3,    1,     ,     ,     ,     ,     ,   70,   22,   84,    8,     ,   69,   90,   24,   54,   13,   35
  275,20220501,   39,    8,   14,   30,   20,    0,   22,   50,   10,   94,   34,   24,  146,   14,    1,   24,   21,   14, 1340,    0,    0,    0,    1,10235,10250,    7,10220,   17,   59,    5,   82,   19,    8,   68,   91,    4,   44,   16,   19
  275,20220502,  360,   20,   23,   60,   18,    0,    1,  110,   12,  110,   12,    5,  188,   15,  -22,    6,  125,   84, 2430,    0,    0,    0,    1,10200,10217,    1,10182,   17,   56,    4,   83,   21,    2,   60,   93,    3,   32,   14,   37
